register;points;region_1;title;price;province;region_2;variety;winery
70864;92;Lugana                    ;Le Morette 2016 Mandolara  (Lugana)                                                               ;20;Lombardy         ;                 ;Turbiana                  ;Le Morette                     
70878;92;Campania                  ;Contrade di Taurasi - Lonardo 2014 Grecomusc Roviello (Campania)                                  ;               ;Southern Italy   ;                 ;Roviello                  ;Contrade di Taurasi - Lonardo  
70886;90;Toscana                   ;Fattoria Fibbiano 2005 Ceppatella Sangiovese (Toscana)                                            ;36;Tuscany          ;                 ;Sangiovese                ;Fattoria Fibbiano              
70888;90;Alto Adige                ;Cantina Terlano 2005 Vorberg Riserva Pinot Bianco (Alto Adige)                                    ;28;Northeastern Ital;                 ;Pinot Bianco              ;Cantina Terlano                
70894;90;Sicilia                   ;Avide 2003 Sigillo Red (Sicilia)                                                                  ;50;Sicily & Sardinia;                 ;Red Blend                 ;Avide                          
70896;90;Brunello di Montalcino    ;Castello Banfi 2003 Poggio alle Mura  (Brunello di Montalcino)                                    ;               ;Tuscany          ;                 ;Sangiovese Grosso         ;Castello Banfi                 
70900;90;Brunello di Montalcino    ;Poggio Antico 2003  Brunello di Montalcino                                                        ;               ;Tuscany          ;                 ;Sangiovese Grosso         ;Poggio Antico                  
70924;89;Taburno                   ;Fattoria La Rivolta 2012 Falanghina (Taburno)                                                     ;19;Southern Italy   ;                 ;Falanghina                ;Fattoria La Rivolta            
70930;89;Fiano di Avellino         ;Rocca del Principe 2011  Fiano di Avellino                                                        ;25;Southern Italy   ;                 ;Fiano                     ;Rocca del Principe             
70970;92;Amarone della Valpolicella;Secondo Marco 2010  Amarone della Valpolicella Classico                                           ;70;Veneto           ;                 ;Red Blend                 ;Secondo Marco                  
70990;90;Barbera d'Asti Superiore  ;Costa Olmo 2006  Barbera d'Asti Superiore                                                         ;70;Piedmont         ;                 ;Barbera                   ;Costa Olmo                     
71008;90;Barbera d'Asti            ;Coppo 2007 Pomorosso  (Barbera d'Asti)                                                            ;90;Piedmont         ;                 ;Barbera                   ;Coppo                          
71030;86;Rosso Piceno Superiore    ;Il Conte 2006 Villa Prandone Marinus  (Rosso Piceno Superiore)                                    ;16;Central Italy    ;                 ;Red Blend                 ;Il Conte                       
71038;86;Falerio dei Colli Ascolani;Il Conte 2007 Villa Aurato Prandone White (Falerio dei Colli Ascolani)                            ;               ;Central Italy    ;                 ;White Blend               ;Il Conte                       
71052;86;Cirò                      ;Librandi 2007 Rosato Gaglioppo (Cirò)                                                             ;12;Southern Italy   ;                 ;Gaglioppo                 ;Librandi                       
71056;86;Puglia                    ;Tenuta Coppadoro 2007 Rosa di Salsola Montepulciano (Puglia)                                      ;16;Southern Italy   ;                 ;Montepulciano             ;Tenuta Coppadoro               
71060;86;Salento                   ;Mocavero 2003 Santufili Primitivo (Salento)                                                       ;30;Southern Italy   ;                 ;Primitivo                 ;Mocavero                       
71070;86;Greco di Tufo             ;Cantina Dei Monaci 2006 Greco di Tufo  (Greco di Tufo)                                            ;18;Southern Italy   ;                 ;Greco                     ;Cantina Dei Monaci             
71090;88;Bardolino                 ;Albino Piona 2016  Bardolino                                                                      ;17;Veneto           ;                 ;Red Blend                 ;Albino Piona                   
71120;86;Marche                    ;Il Conte 2006 Villa Prandone Pecorino (Marche)                                                    ;               ;Central Italy    ;                 ;Pecorino                  ;Il Conte                       
71122;86;Trentino                  ;La Vis 2006 Dipinti Chardonnay (Trentino)                                                         ;11;Northeastern Ital;                 ;Chardonnay                ;La Vis                         
71128;86;Delle Venezie             ;Tommasi 2006 Le Rosse Pinot Grigio (Delle Venezie)                                                ;15;Northeastern Ital;                 ;Pinot Grigio              ;Tommasi                        
71132;86;Alto Adige                ;Cantina Terlano 2006 Rosé (Alto Adige)                                                            ;16;Northeastern Ital;                 ;Rosé                      ;Cantina Terlano                
71154;85;Trentino                  ;Gaierhof 2012 Giallo Moscato Giallo (Trentino)                                                    ;20;Northeastern Ital;                 ;Moscato Giallo            ;Gaierhof                       
